Name,League,ATT,MID,DEF,OVR,Logo
Kristiansund,Eliteserien,64,63,64,64,/static/FIFA20/images/crest/5/light/notfound.png
AC Horsens,Superliga,64,63,64,64,/static/FIFA20/images/crest/5/light/notfound.png
Damac FC,Saudi Professional League,64,63,63,64,/static/FIFA20/images/crest/5/light/notfound.png
Sangju Sangmu,K-League 1,64,63,63,64,/static/FIFA20/images/crest/5/light/notfound.png
Politehnica Iași,Liga României,64,62,65,64,/static/FIFA20/images/crest/5/light/notfound.png
Adelaide United,Hyundai A-League,63,67,63,64,/static/FIFA20/images/crest/5/light/notfound.png
Randers FC,Superliga,63,66,65,64,/static/FIFA20/images/crest/5/light/notfound.png
Doncaster,EFL League One,63,66,64,64,/static/FIFA20/images/crest/5/light/notfound.png
Würzburg,3. Liga,63,65,65,64,/static/FIFA20/images/crest/5/light/notfound.png
Newcastle Jets,Hyundai A-League,63,65,64,64,/static/FIFA20/images/crest/5/light/notfound.png
Tromsø IL,Eliteserien,63,65,64,64,/static/FIFA20/images/crest/5/light/notfound.png
WSG Tirol,Ö. Bundesliga,63,64,64,64,/static/FIFA20/images/crest/5/light/notfound.png
Swindon Town,EFL League Two,63,64,63,64,/static/FIFA20/images/crest/5/light/notfound.png
Hobro IK,Superliga,63,63,63,64,/static/FIFA20/images/crest/5/light/notfound.png
HJK Helsinki,Rest of World,63,63,63,64,/static/FIFA20/images/crest/5/light/notfound.png
Livingston,Scottish Prem,62,64,64,64,/static/FIFA20/images/crest/5/light/notfound.png
Kalmar FF,Allsvenskan,61,65,63,64,/static/FIFA20/images/crest/5/light/notfound.png
Strømsgodset IF,Eliteserien,61,64,65,64,/static/FIFA20/images/crest/5/light/notfound.png
FK Haugesund,Eliteserien,60,63,63,64,/static/FIFA20/images/crest/5/light/notfound.png
Al Adalah,Saudi Professional League,67,62,61,63,/static/FIFA20/images/crest/5/light/notfound.png
Abha Club,Saudi Professional League,66,64,63,63,/static/FIFA20/images/crest/5/light/notfound.png
Beijing Renhe,CSL,66,64,59,63,/static/FIFA20/images/crest/5/light/notfound.png
Chemnitzer FC,3. Liga,66,63,62,63,/static/FIFA20/images/crest/5/light/notfound.png
FC Bayern II,3. Liga,65,64,62,63,/static/FIFA20/images/crest/5/light/notfound.png
Östersunds FK,Allsvenskan,65,63,62,63,/static/FIFA20/images/crest/5/light/notfound.png
Brisbane Roar,Hyundai A-League,65,63,62,63,/static/FIFA20/images/crest/5/light/notfound.png
Silkeborg IF,Superliga,65,61,63,63,/static/FIFA20/images/crest/5/light/notfound.png
Scunthorpe Utd,EFL League Two,64,64,64,63,/static/FIFA20/images/crest/5/light/notfound.png
Viktoria Köln,3. Liga,64,64,62,63,/static/FIFA20/images/crest/5/light/notfound.png
Bristol Rovers,EFL League One,64,64,62,63,/static/FIFA20/images/crest/5/light/notfound.png
St. Mirren,Scottish Prem,64,63,62,63,/static/FIFA20/images/crest/5/light/notfound.png
Northampton,EFL League Two,64,63,62,63,/static/FIFA20/images/crest/5/light/notfound.png
Exeter City,EFL League Two,64,63,62,63,/static/FIFA20/images/crest/5/light/notfound.png
S. Großaspach,3. Liga,64,62,64,63,/static/FIFA20/images/crest/5/light/notfound.png
Carl Zeiss Jena,3. Liga,64,62,63,63,/static/FIFA20/images/crest/5/light/notfound.png
Salford City,EFL League Two,63,64,63,63,/static/FIFA20/images/crest/5/light/notfound.png
Chindia,Liga României,63,64,62,63,/static/FIFA20/images/crest/5/light/notfound.png
Ross County,Scottish Prem,63,63,63,63,/static/FIFA20/images/crest/5/light/notfound.png
Accrington,EFL League One,62,65,62,63,/static/FIFA20/images/crest/5/light/notfound.png
Gillingham,EFL League One,62,64,62,63,/static/FIFA20/images/crest/5/light/notfound.png
Tranmere Rovers,EFL League One,62,63,63,63,/static/FIFA20/images/crest/5/light/notfound.png
Walsall,EFL League Two,62,62,64,63,/static/FIFA20/images/crest/5/light/1803.webp
Oldham Athletic,EFL League Two,62,62,63,63,/static/FIFA20/images/crest/5/light/1920.webp
Seongnam FC,K-League 1,62,62,63,63,/static/FIFA20/images/crest/5/light/981.webp
Stevenage,EFL League Two,62,61,63,63,/static/FIFA20/images/crest/5/light/361.webp
Shenzhen Kaisa,CSL,70,61,57,62,/static/FIFA20/images/crest/5/light/111773.webp
Academica Clinceni,Liga României,64,62,62,62,/static/FIFA20/images/crest/5/light/notfound.png
AFC Wimbledon,EFL League One,64,62,61,62,/static/FIFA20/images/crest/5/light/notfound.png
Neuchâtel Xamax,RSL,64,61,63,62,/static/FIFA20/images/crest/5/light/notfound.png
Lyngby BK,Superliga,62,65,61,62,/static/FIFA20/images/crest/5/light/notfound.png
Ranheim Fotball,Eliteserien,62,63,62,62,/static/FIFA20/images/crest/5/light/notfound.png
Falkenbergs FF,Allsvenskan,62,62,62,62,/static/FIFA20/images/crest/5/light/notfound.png
Newport County,EFL League Two,62,61,62,62,/static/FIFA20/images/crest/5/light/notfound.png
Shamrock Rovers,SSE Airtricity Lge,61,64,62,62,/static/FIFA20/images/crest/5/light/notfound.png
Central Coast,Hyundai A-League,61,64,61,62,/static/FIFA20/images/crest/5/light/notfound.png
Port Vale,EFL League Two,61,62,61,62,/static/FIFA20/images/crest/5/light/notfound.png
Crawley Town,EFL League Two,60,61,60,62,/static/FIFA20/images/crest/5/light/notfound.png
Forest Green,EFL League Two,59,62,62,62,/static/FIFA20/images/crest/5/light/notfound.png
ŁKS Łódź,Ekstraklasa,63,62,59,61,/static/FIFA20/images/crest/5/light/notfound.png
Cheltenham Town,EFL League Two,63,60,61,61,/static/FIFA20/images/crest/5/light/notfound.png
Morecambe,EFL League Two,62,62,60,61,/static/FIFA20/images/crest/5/light/notfound.png
Grimsby Town,EFL League Two,62,60,61,61,/static/FIFA20/images/crest/5/light/notfound.png
Mjøndalen IF,Eliteserien,61,63,61,61,/static/FIFA20/images/crest/5/light/notfound.png
Leyton Orient,EFL League Two,61,62,58,61,/static/FIFA20/images/crest/5/light/notfound.png
Cambridge Utd,EFL League Two,61,61,62,61,/static/FIFA20/images/crest/5/light/notfound.png
Hamilton,Scottish Prem,61,61,60,61,/static/FIFA20/images/crest/5/light/notfound.png
AFC Eskilstuna,Allsvenskan,61,61,59,61,/static/FIFA20/images/crest/5/light/notfound.png
Carlisle United,EFL League Two,60,62,61,61,/static/FIFA20/images/crest/5/light/notfound.png
St. Pats,SSE Airtricity Lge,60,60,61,61,/static/FIFA20/images/crest/5/light/notfound.png
Macclesfield,EFL League Two,60,60,60,61,/static/FIFA20/images/crest/5/light/notfound.png
Crewe Alexandra,EFL League Two,62,61,60,60,/static/FIFA20/images/crest/5/light/notfound.png
Cork City,SSE Airtricity Lge,59,61,60,60,/static/FIFA20/images/crest/5/light/422.webp
Bohemian FC,SSE Airtricity Lge,58,60,59,60,/static/FIFA20/images/crest/5/light/305.webp
Derry City,SSE Airtricity Lge,61,59,59,59,/static/FIFA20/images/crest/5/light/445.webp
Sligo Rovers,SSE Airtricity Lge,60,58,59,59,/static/FIFA20/images/crest/5/light/563.webp
Bury,EFL League One,59,59,58,59,/static/FIFA20/images/crest/5/light/1945.webp
Waterford FC,SSE Airtricity Lge,53,59,56,57,/static/FIFA20/images/crest/5/light/notfound.png
Finn Harps,SSE Airtricity Lge,56,56,57,56,/static/FIFA20/images/crest/5/light/notfound.png
UCD AFC,SSE Airtricity Lge,55,54,54,54,/static/FIFA20/images/crest/5/light/notfound.png
Free Agents,Free Agents,0,0,0,0,/static/FIFA20/images/crest/5/light/notfound.png
